ELU/SPPLEANT;Nom du candidat;Commune;Liste;Position dans la liste;Votes;Nombre de bulletins attribués aux candidats par dévolution à concurrence de ce qui est nécessaire pour atteindre le chiffre d'éligibilité.;Total des voix obtenues par les candidats après dévolution.;Total des bulletins restant à répartir par dévolution.;Désignation et classement des élus titulaires;Désignation et classement des élus suppléants
SUPPLEANT;THIELEN Ghislaine;AUDERGHEM;ECOLO-GROEN;24;90;0;90;0;;14
SUPPLEANT;MEYFROIDT Yves;AUDERGHEM;ECOLO-GROEN;25;57;0;57;0;;24
SUPPLEANT;HANEGREEFS Noëlle;AUDERGHEM;ECOLO-GROEN;26;77;0;77;0;;21
SUPPLEANT;DEFAWE Paul;AUDERGHEM;ECOLO-GROEN;27;71;0;71;0;;22
SUPPLEANT;ADAMS Isabelle;AUDERGHEM;ECOLO-GROEN;28;110;0;110;0;;11
SUPPLEANT;CHANVILLARD Etienne;AUDERGHEM;ECOLO-GROEN;29;50;0;50;0;;27
SUPPLEANT;DEMUTH Josiane;AUDERGHEM;ECOLO-GROEN;30;114;0;114;0;;9
SUPPLEANT;HERZL Pierre-Yves;AUDERGHEM;ECOLO-GROEN;31;132;0;132;0;;6
ELU;KOCH Muriel;AUDERGHEM;CDH+;1;324;145;469;0;1;
SUPPLEANT;DUBOIS Bernard;AUDERGHEM;CDH+;2;144;0;144;0;;1
SUPPLEANT;BERNARD Marie;AUDERGHEM;CDH+;3;256;0;256;0;;2
SUPPLEANT;PONJEE Jacques;AUDERGHEM;CDH+;4;110;0;110;0;;6
SUPPLEANT;JUNG Oliver;AUDERGHEM;CDH+;5;143;0;143;0;;3
SUPPLEANT;HERALY Natacha;AUDERGHEM;CDH+;6;68;0;68;0;;11
SUPPLEANT;GEORGES Marc;AUDERGHEM;CDH+;7;86;0;86;0;;8
SUPPLEANT;LAGHEZZA Angela;AUDERGHEM;CDH+;8;64;0;64;0;;13
SUPPLEANT;SOGUS Pierre;AUDERGHEM;CDH+;9;46;0;46;0;;25
SUPPLEANT;TAINE DEMBO Odile;AUDERGHEM;CDH+;10;53;0;53;0;;21
SUPPLEANT;PENNINCKX Jonathan;AUDERGHEM;CDH+;11;56;0;56;0;;20
SUPPLEANT;DE CARTIER D'YVES Myriame;AUDERGHEM;CDH+;12;84;0;84;0;;9
SUPPLEANT;BERGHE Pascal;AUDERGHEM;CDH+;13;62;0;62;0;;15
SUPPLEANT;SCHAROVSKY Paulina;AUDERGHEM;CDH+;14;45;0;45;0;;26
SUPPLEANT;WITHOECK Bruno;AUDERGHEM;CDH+;15;62;0;62;0;;16
SUPPLEANT;BISSOT Christine;AUDERGHEM;CDH+;16;63;0;63;0;;14
SUPPLEANT;VERDONCK Francine;AUDERGHEM;CDH+;17;131;0;131;0;;4
SUPPLEANT;LEBEDELLE Anne;AUDERGHEM;CDH+;18;76;0;76;0;;10
SUPPLEANT;DELVAUX Patrick;AUDERGHEM;CDH+;19;92;0;92;0;;7
SUPPLEANT;GRUDZIEN Karolina;AUDERGHEM;CDH+;20;60;0;60;0;;17
SUPPLEANT;GUEORGUIEV Ilian;AUDERGHEM;CDH+;21;47;0;47;0;;24
SUPPLEANT;STERCKX-REUNIS Georgette;AUDERGHEM;CDH+;22;38;0;38;0;;30
SUPPLEANT;YASSE Thierry;AUDERGHEM;CDH+;23;58;0;58;0;;19
SUPPLEANT;SIKORSKA Ewa;AUDERGHEM;CDH+;24;44;0;44;0;;27
SUPPLEANT;NOWAK Jan;AUDERGHEM;CDH+;25;50;0;50;0;;23
SUPPLEANT;CNAPELINCKX Sandrine;AUDERGHEM;CDH+;26;42;0;42;0;;29
SUPPLEANT;INONGA BOYENGI;AUDERGHEM;CDH+;27;51;0;51;0;;22
SUPPLEANT;BAGYARY Csilla;AUDERGHEM;CDH+;28;44;0;44;0;;28
SUPPLEANT;MERTES Philippe;AUDERGHEM;CDH+;29;60;0;60;0;;18
SUPPLEANT;BISTIAUX Claude;AUDERGHEM;CDH+;30;65;0;65;0;;12
SUPPLEANT;MARCUS-HELMONS Anne;AUDERGHEM;CDH+;31;115;0;115;0;;5
ELU;JAMOULLE Véronique;AUDERGHEM;PS;1;396;494;890;0;1;
ELU;WAUTERS Michel;AUDERGHEM;PS;2;200;0;200;0;2;
SUPPLEANT;RIGODANZO Vanessa;AUDERGHEM;PS;3;156;0;156;0;;1
SUPPLEANT;JAMAR Jimmy;AUDERGHEM;PS;4;131;0;131;0;;2
SUPPLEANT;JONES Isabelle;AUDERGHEM;PS;5;106;0;106;0;;6
SUPPLEANT;FASTENAKEL Pierre;AUDERGHEM;PS;6;113;0;113;0;;4
SUPPLEANT;SEMPELS Elisabeth;AUDERGHEM;PS;7;71;0;71;0;;15
SUPPLEANT;te KOLSTÉ Georges Eric;AUDERGHEM;PS;8;72;0;72;0;;14
SUPPLEANT;SCHNEIDER Valérie;AUDERGHEM;PS;9;85;0;85;0;;10
SUPPLEANT;HENRION Philippe;AUDERGHEM;PS;10;61;0;61;0;;22
SUPPLEANT;NANNAN Caroline;AUDERGHEM;PS;11;86;0;86;0;;9
SUPPLEANT;SOCQUET Alain;AUDERGHEM;PS;12;62;0;62;0;;20
SUPPLEANT;FRENNET-DE KEYSER Anne;AUDERGHEM;PS;13;112;0;112;0;;5
SUPPLEANT;TÉPLOOUKHOFF Georges;AUDERGHEM;PS;14;67;0;67;0;;18
SUPPLEANT;EVRARD Elisabeth;AUDERGHEM;PS;15;77;0;77;0;;12
SUPPLEANT;CRAHAY Marc;AUDERGHEM;PS;16;81;0;81;0;;11
SUPPLEANT;SIMON-CODACCIONI Marie-Claire;AUDERGHEM;PS;17;65;0;65;0;;19
SUPPLEANT;MANTEA George-Daniel;AUDERGHEM;PS;18;47;0;47;0;;28
SUPPLEANT;HOBUS-FRITS Liliane;AUDERGHEM;PS;19;68;0;68;0;;17
SUPPLEANT;RIFFLET Fabien;AUDERGHEM;PS;20;44;0;44;0;;29
SUPPLEANT;PIZZUTI Paola;AUDERGHEM;PS;21;57;0;57;0;;26
SUPPLEANT;LANGE Bernard;AUDERGHEM;PS;22;62;0;62;0;;21
SUPPLEANT;TENGELIDOU Gesthimani;AUDERGHEM;PS;23;61;0;61;0;;23
SUPPLEANT;FRÈRE Jean-Luc;AUDERGHEM;PS;24;71;0;71;0;;16
SUPPLEANT;VALENTOVA Veronika;AUDERGHEM;PS;25;56;0;56;0;;27
SUPPLEANT;TORBEY Habib;AUDERGHEM;PS;26;58;0;58;0;;24
SUPPLEANT;LEFÉBVRE Anne;AUDERGHEM;PS;27;76;0;76;0;;13
SUPPLEANT;ROGGEMAN Yves;AUDERGHEM;PS;28;58;0;58;0;;25
SUPPLEANT;BOURARACH Fatima;AUDERGHEM;PS;29;127;0;127;0;;3
SUPPLEANT;RUMMENS Guy;AUDERGHEM;PS;30;91;0;91;0;;8
SUPPLEANT;DEMEESTER Sylvie;AUDERGHEM;PS;31;99;0;99;0;;7
ELU;HOORNAERT Dirk;AUDERGHEM;SAMEN;1;275;149;424;0;1;
SUPPLEANT;LAHAYE Marie-Christine;AUDERGHEM;SAMEN;2;64;0;64;0;;2
SUPPLEANT;BOODTS Emmanuel;AUDERGHEM;SAMEN;3;231;0;231;0;;1
SUPPLEANT;VANOBBERGHEN Wim;AUDERGHEM;SAMEN;4;90;0;90;0;;4
SUPPLEANT;VAN de VOORDE Anne-Marie;AUDERGHEM;SAMEN;5;46;0;46;0;;16
SUPPLEANT;SONCK Stefaan;AUDERGHEM;SAMEN;6;78;0;78;0;;7
SUPPLEANT;LEYSEN Jozef;AUDERGHEM;SAMEN;7;107;0;107;0;;3
SUPPLEANT;PIJCKE Anne;AUDERGHEM;SAMEN;8;52;0;52;0;;15
SUPPLEANT;DE VLEESCHOUWER Sara;AUDERGHEM;SAMEN;9;79;0;79;0;;6
SUPPLEANT;VANDERSTAPPEN Peter;AUDERGHEM;SAMEN;10;35;0;35;0;;17
SUPPLEANT;VANDE VELDE Magda;AUDERGHEM;SAMEN;11;69;0;69;0;;10
SUPPLEANT;WILLEMS Anna;AUDERGHEM;SAMEN;12;59;0;59;0;;12
SUPPLEANT;DE GREEF Brigitte;AUDERGHEM;SAMEN;13;57;0;57;0;;14
SUPPLEANT;DE CEUSTER Jan;AUDERGHEM;SAMEN;14;34;0;34;0;;18
SUPPLEANT;HOVELYNCK Marie;AUDERGHEM;SAMEN;15;58;0;58;0;;13
SUPPLEANT;CARNIER André;AUDERGHEM;SAMEN;16;74;0;74;0;;8
SUPPLEANT;DE VLEESCHOUWER Patrick;AUDERGHEM;SAMEN;17;72;0;72;0;;9
SUPPLEANT;DE BECKER Gilbert;AUDERGHEM;SAMEN;18;63;0;63;0;;11
SUPPLEANT;VAN ASBROECK Anne;AUDERGHEM;SAMEN;19;84;0;84;0;;5
ELU;DEMULLIER Luc;BERCHEM-SAINTE-AGATHE;N-VA;1;280;131;411;70;1;
SUPPLEANT;VAN DAELE Joke;BERCHEM-SAINTE-AGATHE;N-VA;2;94;70;164;0;;1
SUPPLEANT;WUYTENS Patrick;BERCHEM-SAINTE-AGATHE;N-VA;3;83;0;83;0;;2
SUPPLEANT;SORGELOOS Marleen;BERCHEM-SAINTE-AGATHE;N-VA;4;71;0;71;0;;3
SUPPLEANT;HEYMANS Berlinda;BERCHEM-SAINTE-AGATHE;N-VA;5;66;0;66;0;;4
SUPPLEANT;COLPAERT Dimitri;BERCHEM-SAINTE-AGATHE;N-VA;6;46;0;46;0;;7
SUPPLEANT;BEYENS Jeanne;BERCHEM-SAINTE-AGATHE;N-VA;7;46;0;46;0;;8
SUPPLEANT;HEYMANS Daniel;BERCHEM-SAINTE-AGATHE;N-VA;8;53;0;53;0;;6
SUPPLEANT;VAN DEN EEDE Maria;BERCHEM-SAINTE-AGATHE;N-VA;9;44;0;44;0;;9
SUPPLEANT;LOMAX Eddy;BERCHEM-SAINTE-AGATHE;N-VA;10;57;0;57;0;;5
ELU;VANDER MYNSBRUGGE Michaël;BERCHEM-SAINTE-AGATHE;MR;1;649;1314;1963;534;1;
ELU;DUBOCCAGE Chantal;BERCHEM-SAINTE-AGATHE;MR;2;236;534;770;0;2;
ELU;TEMPELHOF Pierre;BERCHEM-SAINTE-AGATHE;MR;3;231;0;231;0;4;
SUPPLEANT;DE BUCK Nadine;BERCHEM-SAINTE-AGATHE;MR;4;118;0;118;0;;1
SUPPLEANT;LIMBORG Henri;BERCHEM-SAINTE-AGATHE;MR;5;146;0;146;0;;3
SUPPLEANT;DESCHRYVERE Alain;BERCHEM-SAINTE-AGATHE;MR;6;113;0;113;0;;7
SUPPLEANT;BOLELA Louise-Marie;BERCHEM-SAINTE-AGATHE;MR;7;121;0;121;0;;6
SUPPLEANT;MESKY Abdellatif;BERCHEM-SAINTE-AGATHE;MR;8;78;0;78;0;;19
SUPPLEANT;MIGEOTTE Nathalie;BERCHEM-SAINTE-AGATHE;MR;9;152;0;152;0;;2
SUPPLEANT;ROBE François;BERCHEM-SAINTE-AGATHE;MR;10;122;0;122;0;;5
SUPPLEANT;MUKUTA KUYELA Sylvie;BERCHEM-SAINTE-AGATHE;MR;11;106;0;106;0;;10
SUPPLEANT;SAUVAGE Patrick;BERCHEM-SAINTE-AGATHE;MR;12;102;0;102;0;;11
SUPPLEANT;LATINIE David;BERCHEM-SAINTE-AGATHE;MR;13;77;0;77;0;;20
SUPPLEANT;BULTINCK Christel;BERCHEM-SAINTE-AGATHE;MR;14;95;0;95;0;;14
SUPPLEANT;GOVAERT Evelyn;BERCHEM-SAINTE-AGATHE;MR;15;79;0;79;0;;17
SUPPLEANT;LANDSHEERE Caroline;BERCHEM-SAINTE-AGATHE;MR;16;82;0;82;0;;16
ELU;DE WEVER Marc;BERCHEM-SAINTE-AGATHE;MR;17;197;0;197;0;6;16
SUPPLEANT;BOURGUIGNON Michelle;BERCHEM-SAINTE-AGATHE;MR;18;108;0;108;0;;8
SUPPLEANT;PANTIDIS Nicolas;BERCHEM-SAINTE-AGATHE;MR;19;128;0;128;0;;4
SUPPLEANT;PEZZOTTA Sandra;BERCHEM-SAINTE-AGATHE;MR;20;79;0;79;0;;18
ELU;VANDER MYNSBRUGGE Dylan;BERCHEM-SAINTE-AGATHE;MR;21;202;0;202;0;5;18
SUPPLEANT;VANDEKERKHOVEN Maryse;BERCHEM-SAINTE-AGATHE;MR;22;100;0;100;0;;12
SUPPLEANT;WERY Philippe;BERCHEM-SAINTE-AGATHE;MR;23;107;0;107;0;;9
SUPPLEANT;KOC Irena;BERCHEM-SAINTE-AGATHE;MR;24;72;0;72;0;;21
SUPPLEANT;RUYMEN Monique;BERCHEM-SAINTE-AGATHE;MR;25;84;0;84;0;;15
SUPPLEANT;MOLINEAUX Albert;BERCHEM-SAINTE-AGATHE;MR;26;96;0;96;0;;13
ELU;TELLIER Stéphane;BERCHEM-SAINTE-AGATHE;MR;27;346;0;346;0;3;13
ELU;DUPONT Monique;BERCHEM-SAINTE-AGATHE;FDF;1;232;304;536;0;1;
SUPPLEANT;STASSEN Nicolas;BERCHEM-SAINTE-AGATHE;FDF;2;75;0;75;0;;1
SUPPLEANT;DE LEENER Laure;BERCHEM-SAINTE-AGATHE;FDF;3;101;0;101;0;;2
SUPPLEANT;KAHOUACHE El Mostafa;BERCHEM-SAINTE-AGATHE;FDF;4;69;0;69;0;;4
SUPPLEANT;LEVY Sophie;BERCHEM-SAINTE-AGATHE;FDF;5;100;0;100;0;;3
SUPPLEANT;DILLENS André;BERCHEM-SAINTE-AGATHE;FDF;6;46;0;46;0;;12
SUPPLEANT;MORISSET Nadine;BERCHEM-SAINTE-AGATHE;FDF;7;50;0;50;0;;10
SUPPLEANT;MELCHIOR Jean;BERCHEM-SAINTE-AGATHE;FDF;8;60;0;60;0;;5
SUPPLEANT;DETRIXHE Suzanne;BERCHEM-SAINTE-AGATHE;FDF;9;40;0;40;0;;17
SUPPLEANT;RITS Jean-Marie;BERCHEM-SAINTE-AGATHE;FDF;10;55;0;55;0;;7
SUPPLEANT;ABDI Fatima;BERCHEM-SAINTE-AGATHE;FDF;11;29;0;29;0;;24
SUPPLEANT;STIENLET Roland;BERCHEM-SAINTE-AGATHE;FDF;12;56;0;56;0;;6
SUPPLEANT;DESBANT Claire;BERCHEM-SAINTE-AGATHE;FDF;13;44;0;44;0;;14
SUPPLEANT;ELSON Larry;BERCHEM-SAINTE-AGATHE;FDF;14;32;0;32;0;;23
SUPPLEANT;DONNEZ Xavier;BERCHEM-SAINTE-AGATHE;FDF;15;54;0;54;0;;8
SUPPLEANT;RAMON Chantal;BERCHEM-SAINTE-AGATHE;FDF;16;38;0;38;0;;18
SUPPLEANT;JONET Paul;BERCHEM-SAINTE-AGATHE;FDF;17;54;0;54;0;;9
SUPPLEANT;RICHARD-WAROUX Gisèle;BERCHEM-SAINTE-AGATHE;FDF;18;33;0;33;0;;22
SUPPLEANT;DE MEYER Jean-Claude;BERCHEM-SAINTE-AGATHE;FDF;19;41;0;41;0;;15
SUPPLEANT;DEBOUTTE Monique;BERCHEM-SAINTE-AGATHE;FDF;20;46;0;46;0;;13
SUPPLEANT;EL GHOUDANI Mohamed;BERCHEM-SAINTE-AGATHE;FDF;21;23;0;23;0;;25
SUPPLEANT;JEAN Yoon;BERCHEM-SAINTE-AGATHE;FDF;22;35;0;35;0;;21
SUPPLEANT;MELCKMANS Thomas;BERCHEM-SAINTE-AGATHE;FDF;23;41;0;41;0;;16
SUPPLEANT;ANDRIES Jeannine;BERCHEM-SAINTE-AGATHE;FDF;24;37;0;37;0;;19
SUPPLEANT;DAINE Julien;BERCHEM-SAINTE-AGATHE;FDF;25;36;0;36;0;;20
SUPPLEANT;MAGERA Micheline;BERCHEM-SAINTE-AGATHE;FDF;26;50;0;50;0;;11
ELU;SCHOONBROODT Benoît;BERCHEM-SAINTE-AGATHE;FDF;27;215;0;215;0;2;11
ELU;BOUCQ Christian;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;1;260;519;779;0;1;
SUPPLEANT;HENDRICX Christel;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;2;131;0;131;0;;1
ELU;VAN DEN BROUCKE Katia;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;3;156;0;156;0;3;1
SUPPLEANT;WAUTHIER Thibault;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;4;148;0;148;0;;2
SUPPLEANT;JABENEAU Patrice;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;5;65;0;65;0;;16
SUPPLEANT;VAN den BOSSCHE Anne;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;6;94;0;94;0;;4
SUPPLEANT;HENDRICK Emilie;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;7;77;0;77;0;;11
SUPPLEANT;PLAS Etienne;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;8;62;0;62;0;;18
SUPPLEANT;BEL HADJ ALI Anas;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;9;89;0;89;0;;5
SUPPLEANT;BRUNE Dominique;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;10;71;0;71;0;;13
SUPPLEANT;MICHIELS Vicky;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;11;68;0;68;0;;15
SUPPLEANT;VANHOEKE Benjamin;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;12;81;0;81;0;;8
SUPPLEANT;LYS Guillaume;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;13;64;0;64;0;;17
SUPPLEANT;DELLOYE Claude;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;14;69;0;69;0;;14
SUPPLEANT;DENIS Vinciane;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;15;83;0;83;0;;7
SUPPLEANT;CONSTANT François;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;16;73;0;73;0;;12
SUPPLEANT;VERMEIR Walter;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;17;39;0;39;0;;24
SUPPLEANT;MOORS Kim;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;18;55;0;55;0;;20
SUPPLEANT;BEL HADJ ALI Hind;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;19;86;0;86;0;;6
SUPPLEANT;VAN MULDERS Mathieu;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;20;41;0;41;0;;23
SUPPLEANT;BEL-HOUSSEINE Ali;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;21;79;0;79;0;;9
SUPPLEANT;VANDEVOORDE Ann;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;22;56;0;56;0;;19
SUPPLEANT;TAHON Myriam;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;23;79;0;79;0;;10
SUPPLEANT;GALAND Benoît;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;24;55;0;55;0;;21
SUPPLEANT;WATELET Raphaël;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;25;45;0;45;0;;22
SUPPLEANT;WALRAVENS Julie;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;26;129;0;129;0;;3
ELU;LURQUIN Vincent;BERCHEM-SAINTE-AGATHE;ECOLO-GROEN;27;243;0;243;0;2;3
ELU;GHILBERT Marc;BERCHEM-SAINTE-AGATHE;PS-sp.a;1;351;828;1179;0;1;
SUPPLEANT;VANDOOREN Régine;BERCHEM-SAINTE-AGATHE;PS-sp.a;2;145;0;145;0;;1
ELU;POLET Yonnec;BERCHEM-SAINTE-AGATHE;PS-sp.a;3;219;0;219;0;3;1
SUPPLEANT;LAMBOT Valérie;BERCHEM-SAINTE-AGATHE;PS-sp.a;4;125;0;125;0;;4
SUPPLEANT;MOORS Dirk;BERCHEM-SAINTE-AGATHE;PS-sp.a;5;107;0;107;0;;5
SUPPLEANT;MBUZI MBUZI Alfonsine;BERCHEM-SAINTE-AGATHE;PS-sp.a;6;103;0;103;0;;6
SUPPLEANT;ISSENGHE Patrick;BERCHEM-SAINTE-AGATHE;PS-sp.a;7;134;0;134;0;;2
ELU;METIOUI-AMANZOU Fatiha;BERCHEM-SAINTE-AGATHE;PS-sp.a;8;252;0;252;0;2;2
SUPPLEANT;CHIESI Giacomo;BERCHEM-SAINTE-AGATHE;PS-sp.a;9;63;0;63;0;;11
ELU;YASAR Arzu;BERCHEM-SAINTE-AGATHE;PS-sp.a;10;164;0;164;0;4;11
SUPPLEANT;PATTE Christian;BERCHEM-SAINTE-AGATHE;PS-sp.a;11;60;0;60;0;;13
SUPPLEANT;SCAILLET Sarah;BERCHEM-SAINTE-AGATHE;PS-sp.a;12;76;0;76;0;;10
SUPPLEANT;MULAS Salvator;BERCHEM-SAINTE-AGATHE;PS-sp.a;13;43;0;43;0;;21
SUPPLEANT;MERTENS Nabintu;BERCHEM-SAINTE-AGATHE;PS-sp.a;14;56;0;56;0;;14
SUPPLEANT;ROORYCK Michel;BERCHEM-SAINTE-AGATHE;PS-sp.a;15;47;0;47;0;;18
SUPPLEANT;RAYMAEKERS Virginie;BERCHEM-SAINTE-AGATHE;PS-sp.a;16;54;0;54;0;;15
SUPPLEANT;DRAA Noreddin;BERCHEM-SAINTE-AGATHE;PS-sp.a;17;126;0;126;0;;3
SUPPLEANT;SWILLENS Marie-France;BERCHEM-SAINTE-AGATHE;PS-sp.a;18;45;0;45;0;;19
SUPPLEANT;DE NUL Louis;BERCHEM-SAINTE-AGATHE;PS-sp.a;19;41;0;41;0;;22
SUPPLEANT;WERNER Marie;BERCHEM-SAINTE-AGATHE;PS-sp.a;20;44;0;44;0;;20
SUPPLEANT;JANSSENS Robert;BERCHEM-SAINTE-AGATHE;PS-sp.a;21;51;0;51;0;;17
SUPPLEANT;JANSSENS Simonne;BERCHEM-SAINTE-AGATHE;PS-sp.a;22;53;0;53;0;;16
SUPPLEANT;FAGOT Reginald;BERCHEM-SAINTE-AGATHE;PS-sp.a;23;36;0;36;0;;23
SUPPLEANT;MARTIN Yvette;BERCHEM-SAINTE-AGATHE;PS-sp.a;24;100;0;100;0;;7
SUPPLEANT;DE PRINS Olivier;BERCHEM-SAINTE-AGATHE;PS-sp.a;25;61;0;61;0;;12
SUPPLEANT;TRULLEMANS Nadine;BERCHEM-SAINTE-AGATHE;PS-sp.a;26;90;0;90;0;;9
SUPPLEANT;VANDERBEKE Paul;BERCHEM-SAINTE-AGATHE;PS-sp.a;27;93;0;93;0;;8
ELU;HERMANS Marc;BERCHEM-SAINTE-AGATHE;BERCH'M;1;236;105;341;0;1;
SUPPLEANT;NOLLET Viviane;BERCHEM-SAINTE-AGATHE;BERCH'M;2;145;0;145;0;;1
SUPPLEANT;BERCKMANS Alain;BERCHEM-SAINTE-AGATHE;BERCH'M;3;89;0;89;0;;5
SUPPLEANT;JONET Martine;BERCHEM-SAINTE-AGATHE;BERCH'M;4;75;0;75;0;;7
SUPPLEANT;HELSON Philippe;BERCHEM-SAINTE-AGATHE;BERCH'M;5;80;0;80;0;;6
SUPPLEANT;VANHELLEPUTTE Sophie;BERCHEM-SAINTE-AGATHE;BERCH'M;6;68;0;68;0;;10
SUPPLEANT;HERMANS Maud;BERCHEM-SAINTE-AGATHE;BERCH'M;7;100;0;100;0;;3
SUPPLEANT;LEBRUN Martine;BERCHEM-SAINTE-AGATHE;BERCH'M;8;71;0;71;0;;8
SUPPLEANT;GRIMONPONT Laurent;BERCHEM-SAINTE-AGATHE;BERCH'M;9;60;0;60;0;;13
SUPPLEANT;LUC Jacqueline;BERCHEM-SAINTE-AGATHE;BERCH'M;10;51;0;51;0;;24
SUPPLEANT;FUSSEN Chantal;BERCHEM-SAINTE-AGATHE;BERCH'M;11;71;0;71;0;;9
SUPPLEANT;DEBACKERE Carla;BERCHEM-SAINTE-AGATHE;BERCH'M;12;53;0;53;0;;22
SUPPLEANT;HERMANS Jules;BERCHEM-SAINTE-AGATHE;BERCH'M;13;91;0;91;0;;4
SUPPLEANT;RIVEZ Michel;BERCHEM-SAINTE-AGATHE;BERCH'M;14;67;0;67;0;;11
SUPPLEANT;HANSSENS Daniel;BERCHEM-SAINTE-AGATHE;BERCH'M;15;56;0;56;0;;17
SUPPLEANT;DE CLERCQ Lucienne;BERCHEM-SAINTE-AGATHE;BERCH'M;16;52;0;52;0;;23
SUPPLEANT;VANDERVEKEN Didier;BERCHEM-SAINTE-AGATHE;BERCH'M;17;56;0;56;0;;18
SUPPLEANT;DOUILLEZ Carine;BERCHEM-SAINTE-AGATHE;BERCH'M;18;58;0;58;0;;15
SUPPLEANT;MOORS Guy;BERCHEM-SAINTE-AGATHE;BERCH'M;19;54;0;54;0;;19
SUPPLEANT;VANDER VELDE Sara;BERCHEM-SAINTE-AGATHE;BERCH'M;20;58;0;58;0;;16
SUPPLEANT;GOCHET Michel;BERCHEM-SAINTE-AGATHE;BERCH'M;21;44;0;44;0;;25
SUPPLEANT;QUADFLIEG Joëlle;BERCHEM-SAINTE-AGATHE;BERCH'M;22;65;0;65;0;;12
SUPPLEANT;HUART Christophe;BERCHEM-SAINTE-AGATHE;BERCH'M;23;44;0;44;0;;26
SUPPLEANT;TIMMERMANS Marie-Claire;BERCHEM-SAINTE-AGATHE;BERCH'M;24;54;0;54;0;;20
SUPPLEANT;CHRISTIANE Kateline;BERCHEM-SAINTE-AGATHE;BERCH'M;25;60;0;60;0;;14
SUPPLEANT;ROCHETTE Daniel;BERCHEM-SAINTE-AGATHE;BERCH'M;26;54;0;54;0;;21
SUPPLEANT;HENDRIKX Robert;BERCHEM-SAINTE-AGATHE;BERCH'M;27;102;0;102;0;;2
ELU;RIGUELLE Joël;BERCHEM-SAINTE-AGATHE;LBR;1;1655;1593;3248;597;1;
ELU;KUNSCH Marie;BERCHEM-SAINTE-AGATHE;LBR;2;246;597;843;0;2;
ELU;DECABOOTER Peter;BERCHEM-SAINTE-AGATHE;LBR;3;479;0;479;0;5;
SUPPLEANT;BRUYNINCKX Véronique;BERCHEM-SAINTE-AGATHE;LBR;4;176;0;176;0;;1
ELU;VANDE WEYER Marc;BERCHEM-SAINTE-AGATHE;LBR;5;362;0;362;0;7;1
SUPPLEANT;CACKEBEKE Carine;BERCHEM-SAINTE-AGATHE;LBR;6;207;0;207;0;;6
ELU;RIGA Vincent;BERCHEM-SAINTE-AGATHE;LBR;7;587;0;587;0;3;6
SUPPLEANT;VAN EYCKEN Françoise;BERCHEM-SAINTE-AGATHE;LBR;8;126;0;126;0;;12
ELU;DIOP Ndongo;BERCHEM-SAINTE-AGATHE;LBR;9;256;0;256;0;9;12
SUPPLEANT;VAN GYSEGHEM Maude;BERCHEM-SAINTE-AGATHE;LBR;10;250;0;250;0;;2
SUPPLEANT;CHEVALIER Romain;BERCHEM-SAINTE-AGATHE;LBR;11;139;0;139;0;;9
SUPPLEANT;ELBERS Julie;BERCHEM-SAINTE-AGATHE;LBR;12;151;0;151;0;;7
SUPPLEANT;JOUGLAF Abdallah;BERCHEM-SAINTE-AGATHE;LBR;13;231;0;231;0;;3
ELU;VANDEN BREMT Agnès;BERCHEM-SAINTE-AGATHE;LBR;14;301;0;301;0;8;3
ELU;CULOT Jean-François;BERCHEM-SAINTE-AGATHE;LBR;15;251;0;251;0;10;
SUPPLEANT;BOUGMAR Laila;BERCHEM-SAINTE-AGATHE;LBR;16;230;0;230;0;;4
SUPPLEANT;BEECKMAN André;BERCHEM-SAINTE-AGATHE;LBR;17;134;0;134;0;;11
SUPPLEANT;BARDIO PEREIRA Yildiz;BERCHEM-SAINTE-AGATHE;LBR;18;86;0;86;0;;17
ELU;CHIBANI Said;BERCHEM-SAINTE-AGATHE;LBR;19;515;0;515;0;4;17
SUPPLEANT;HERPHELIN Sabine;BERCHEM-SAINTE-AGATHE;LBR;20;135;0;135;0;;10
